"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Yeni, Cengiz Topel Cd. No:28/A, 35800 Aliağa/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","2306897540782691202","Aliağa","false","TR","0x14ba319d39729e9f:0x2003bf1743931382",,"https://lh5.googleusercontent.com/p/AF1QipPUHe8LdHWRlXGoKHBv9xv6rb1vh7UGmEflEetX=w408-h544-k-no","23","false","/g/11vxjgdsds","38.7888437","26.9762662","Yeni","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9:30 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 5 PM","Sunday","9 AM to 5 PM","false","+90 540 725 63 77","+905407256377","ChIJn55yOZ0xuhQRghOTQxe_AyA","35800",,"33","9","9","0","0","0","0","2024-12-13T09:45:27.519Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.81287812743405,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Cengiz Topel Cd. No:28/A",,"false","Özel Bahçedent Ağız ve Diş Sağlığı Polikliniği Yeni Mahalle Şubesi","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Bah%C3%A7edent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20Yeni%20Mahalle%20%C5%9Eubesi&query_place_id=ChIJn55yOZ0xuhQRghOTQxe_AyA","https://bahcedent.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,"Kazım Dirik, Barbaros Cd. no12A, 35800 Aliağa/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11994367385966594409","Aliağa","false","TR","0x14ba3131285ea493:0xa6748d96b211c969",,"https://lh5.googleusercontent.com/p/AF1QipNscqlsxRiNcxOIgGqiH-ztoih1LN6fZiKztBVf=w408-h306-k-no","4","false","/g/11sh4_njx9","38.8007625","26.969846","Kazım Dirik","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 232 616 00 06","+902326160006","ChIJk6ReKDExuhQRackRspaNdKY","35800",,"34","22","15","0","6","0","1","2024-12-13T09:45:27.519Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.81287812743405,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Barbaros Cd. no12A",,"false","Aliağa CA Diş Polikliniği","3.8","https://www.google.com/maps/search/?api=1&query=Alia%C4%9Fa%20CA%20Di%C5%9F%20Poliklini%C4%9Fi&query_place_id=ChIJk6ReKDExuhQRackRspaNdKY","https://www.ca-dental.net/"
"true",,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Camikebir, Şht. General Temel Cingöz Cd. No:13, 35460 Seferihisar/İzmir, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","1457014940929259466","Seferihisar","false","TR","0x14bbf3f5e54d78c1:0x14385b5e828677ca",,"https://lh5.googleusercontent.com/p/AF1QipP9jBbMLKaPrLdIiycDVXTSDeMBRjJKR4xUYU5z=w408-h274-k-no","8","false","/g/11s31mjm8h","38.1960107","26.8356878","Camikebir","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 4 PM","Sunday","Closed","false","+90 232 683 42 32","+902326834232","ChIJwXhN5fXzuxQRyneGgl5bOBQ","35460",,"16","31",,,,,,"2024-12-13T09:45:29.627Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.069060656414806,26.59212448181224,13z?hl=en","diş hekimleri","İzmir","Şht. General Temel Cingöz Cd. No:13",,"false","Özel Dent Seferihisar Ağız ve Diş Sağlığı Polikliniği - Dt. Hüseyin Anıl Banazlı","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dent%20Seferihisar%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20-%20Dt.%20H%C3%BCseyin%20An%C4%B1l%20Banazl%C4%B1&query_place_id=ChIJwXhN5fXzuxQRyneGgl5bOBQ","https://www.doktorsitesi.com/huseyin-anil-banazli/dis-protezi-uzmani/izmir"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Kültür, Hükümet Cd. No:33/5, 35800 Aliağa/İzmir, Türkiye","Pediatric dentist",,,,,,,,,,"Pediatric dentist","9863395558220401379","Aliağa","false","TR","0x14ba31da07f6a793:0x88e1d2006ee48ae3",,"https://lh5.googleusercontent.com/p/AF1QipNfOPi2yyj6XtTNz1fgJtY0Vs6blQr7Fru96Eau=w408-h408-k-no","3","false","/g/11scgv85cn","38.8022346","26.9731464","Kültür",,,,,,,,,,,,,,,"false",,,"ChIJk6f2B9oxuhQR44rkbgDS4Yg","35800",,"44","0",,,,,,"2024-12-13T09:45:29.707Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.81287812743405,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Hükümet Cd. No:33/5",,"false","Uzm. Dt. İnci Öztürk, Çocuk Diş Hekimliği (Pedodonti)",,"https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20%C4%B0nci%20%C3%96zt%C3%BCrk%2C%20%C3%87ocuk%20Di%C5%9F%20Hekimli%C4%9Fi%20(Pedodonti)&query_place_id=ChIJk6f2B9oxuhQR44rkbgDS4Yg","https://www.doktortakvimi.com/inci-ozturk/cocuk-dis-hekimligi-pedodonti/izmir?utm_source=google&utm_medium=gmb&utm_campaign=260512&utm_content=website"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,"true",,,"Camikebir, İzmir Cd. No:60, 35460 Seferihisar/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1040504994355800137","Seferihisar","false","TR","0x14bbf300af1da319:0xe709dc78f98e849",,"https://lh5.googleusercontent.com/p/AF1QipNsY2_Rqbt3bXbjcHOsHfNO9B_e6FoweQVMtjiQ=w408-h272-k-no","4","false","/g/11ptn81m28","38.1958362","26.8345182","Camikebir","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 501 343 68 33","+905013436833","ChIJGaMdrwDzuxQRSeiYj8edcA4","35460",,"17","64",,,,,,"2024-12-13T09:45:29.627Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.069060656414806,26.59212448181224,13z?hl=en","diş hekimleri","İzmir","İzmir Cd. No:60",,"false","TEOS Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=TEOS%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJGaMdrwDzuxQRSeiYj8edcA4","http://www.teosdis.com/"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Rafet Paşa, Burak Reis Cd. No:153, 35090 Bornova/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","18121602686095125208","Bornova","false","TR","0x14b963477307acf3:0xfb7cdda17176ead8",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T0-_lbBDiCeMmNuv49BzUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=325.42755&pitch=0&thumbfov=100","3","false","/g/11q1wrjqx2","38.4387316","27.1944219","Rafet Paşa",,,,,,,,,,,,,,,"false",,,"ChIJ86wHc0djuRQR2Op2caHdfPs","35090",,"19","1",,,,,,"2024-12-13T09:45:31.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.17532029513184,27.53369927768757,13z?hl=en","diş hekimleri","İzmir","Burak Reis Cd. No:153",,"false","Dt. Emre Sarkın, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Emre%20Sark%C4%B1n%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ86wHc0djuRQR2Op2caHdfPs","https://www.doktortakvimi.com/emre-sarkin/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=233564&utm_content=website"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,"Kasımpaşa, 1028/5. Sk. No: 2/A, 35660 Menemen/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","11241079882802384492","Menemen","false","TR","0x14bbd52b91ceffa1:0x9c0056987a39ce6c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cp0L9xci7uC-YEbZ_K1BGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.6796&pitch=0&thumbfov=100","1","false","/g/11y3dq4qhf","38.606693","27.080007","Kasımpaşa","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 232 203 20 45","+902322032045","ChIJof_OkSvVuxQRbM45ephWAJw","35660",,"41","79","78","0","1","0","0","2024-12-13T09:45:32.103Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","1028/5. Sk. No: 2/A",,"false","Beyaz Işık Diş Polikliniği Menemen","4.9","https://www.google.com/maps/search/?api=1&query=Beyaz%20I%C5%9F%C4%B1k%20Di%C5%9F%20Poliklini%C4%9Fi%20Menemen&query_place_id=ChIJof_OkSvVuxQRbM45ephWAJw","http://www.beyazisik.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gazi, Mustafa Kemal Atatürk Cd. 46C, 35672 Menemen/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","16954874078020549989","Menemen","false","TR","0x14bbd366ec1ddd51:0xeb4bd024a7e4bd65",,"https://lh5.googleusercontent.com/p/AF1QipPfHCackHV0WU5tPZ1nB_8UxDLXD4naiDDQQhhW=w408-h272-k-no","9","false","/g/11wh1hdfx8","38.5746898","27.0666404","Gazi","Monday","10 AM to 12 AM","Tuesday","10 AM to 12 AM","Wednesday","10 AM to 12 AM","Thursday","10 AM to 12 AM","Friday","10 AM to 12 AM","Saturday","10 AM to 12 AM","Sunday","10 AM to 12 AM","false","+90 549 747 06 35","+905497470635","ChIJUd0d7GbTuxQRZb3kpyTQS-s","35672",,"43","32","32","0","0","0","0","2024-12-13T09:45:32.110Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","Mustafa Kemal Atatürk Cd. 46C",,"false","ImpOrth Smile Studio Menemen Şubesi","5","https://www.google.com/maps/search/?api=1&query=ImpOrth%20Smile%20Studio%20Menemen%20%C5%9Eubesi&query_place_id=ChIJUd0d7GbTuxQRZb3kpyTQS-s","https://importhsmilestudio.com/"
,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,"true",,,,,,,,,,"true","Ürkmez Caddesi Mersin Alanı Mahallesi Ürkmez Caddesi :115, 35840 Seferihisar/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","7536350428272373195","Seferihisar","false","TR","0x14b94031b4b2e111:0x68967ec90409adcb",,"https://lh5.googleusercontent.com/p/AF1QipO8RTdvWyBTmBgmUy4Bu8Px98tgLYAImzBt7jI_=w408-h306-k-no","31","false","/g/1q66z23vn","38.0782533","26.9573776","Mersin Alanı","Monday","9:30 AM to 6 PM","Tuesday","9:30 AM to 6 PM","Wednesday","9:30 AM to 6 PM","Thursday","9:30 AM to 6 PM","Friday","9:30 AM to 6 PM","Saturday","9:30 AM to 6 PM","Sunday","Closed","false","+90 232 742 30 33","+902327423033","ChIJEeGytDFAuRQRy60JBMl-lmg","35840",,"2","26",,,,,,"2024-12-13T09:45:35.575Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.069060656414806,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Ürkmez Caddesi Mersin Alanı Mahallesi Ürkmez Caddesi :115","Diş Hekimi Nilüfer Değerli","false","Dr. Nilufer Degerli","4.1","https://www.google.com/maps/search/?api=1&query=Dr.%20Nilufer%20Degerli&query_place_id=ChIJEeGytDFAuRQRy60JBMl-lmg","http://www.dtniluferdegerli.com/"
,,,,"true",,,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,,,,,,,,"mihatpaşa cad. şair eşref sok. no:2 kat1 d, D:1, 35320 Narlıdere, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1814828810396962283","Narlıdere","false","TR","0x14bbdda237b4a965:0x192f91300bdb0deb",,"https://lh5.googleusercontent.com/p/AF1QipMXLPf0K0a5lQyp7hgduxiWOKssosROTcDzkQJ0=w408-h306-k-no","28","false","/g/11gxj1h6r8","38.394446","27.010827","Yenikale","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false","+90 553 789 88 36","+905537898836","ChIJZam0N6LduxQR6w3bCzCRLxk","35320",,"2","54",,,,,,"2024-12-13T09:45:36.340Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","mihatpaşa cad. şair eşref sok. no:2 kat1 d, D:1",,"false","Diş Hekimi Ahmet Erdoğdu","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Ahmet%20Erdo%C4%9Fdu&query_place_id=ChIJZam0N6LduxQR6w3bCzCRLxk","http://www.dissagligimerkezi.com/"
,,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Şemikler, 6275. Sk. No:57/A, 35560 Karşıyaka/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","13270226508927102449","Karşıyaka","false","TR","0x14bbd97d86e8b0cf:0xb82950b381926df1",,"https://lh5.googleusercontent.com/p/AF1QipNmcmWjs4E9jjORy2frnPpgI2VuVjAh8T8qibuG=w408-h305-k-no","9","false","/g/11tt6bmyqd","38.4746208","27.0936775","Şemikler",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJz7Dohn3ZuxQR8W2SgbNQKbg","35560",,"5","1",,,,,,"2024-12-13T09:45:36.340Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","6275. Sk. No:57/A",,"false","Dt. Ezgi Ulamış Ercan, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Ezgi%20Ulam%C4%B1%C5%9F%20Ercan%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJz7Dohn3ZuxQR8W2SgbNQKbg","https://www.doktortakvimi.com/ezgi-ulamis-ercan/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=267666&utm_content=website"
"true",,,,,,,,,,,"true",,,,,,,,,"true",,,,"true",,,"true",,,,,,,,"true",,,"Alaybey, Şht. Asım Aksoy Cd. No:41/A, 35600 Karşıyaka/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","13714662804354480546","Karşıyaka","false","TR","0x14bbd9db50ca64c7:0xbe5445283bcfb9a2",,"https://lh5.googleusercontent.com/p/AF1QipPjkWMBczIDePDql6fFb4XuROTJOXzXfZIpqbYS=w408-h612-k-no","29","false","/g/11qz8btgb_","38.46062","27.123234","Alaybey","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","10:30 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","11 AM to 3:30 PM","Sunday","Closed","false","+90 232 372 08 08","+902323720808","ChIJx2TKUNvZuxQRornPOyhFVL4","35600",,"3","243",,,,,,"2024-12-13T09:45:36.417Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","Şht. Asım Aksoy Cd. No:41/A",,"false","Diş Hekimi Derya Elik","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Derya%20Elik&query_place_id=ChIJx2TKUNvZuxQRornPOyhFVL4","https://www.deryaelik.com.tr/"
,,,,"true",,,,,,,,"true",,,,"true",,,"true",,"true",,,,"true","true","true","true",,,"true",,,"true","true",,,"Yeni Mahalle, 8780/1. Sk. No:4/B, 35620 Çiğli/İzmir, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental implants provider","Dentist","Teeth whitening service",,,,,"Dental clinic","10307070225000268230","Çiğli","false","TR","0x14bbd10f595130a1:0x8f0a11c2ac2581c6",,"https://lh5.googleusercontent.com/p/AF1QipPotb81gY8auz8jMC4HT4Qmsi4bWeBvoj554Heg=w408-h271-k-no","46","false","/g/11kjh66395","38.4949345","27.0502952","Yeni Mahalle","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 534 958 46 99","+905349584699","ChIJoTBRWQ_RuxQRxoElrMIRCo8","35620",,"18","127",,,,,,"2024-12-13T09:45:36.340Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","8780/1. Sk. No:4/B",,"false","Rainbow Ağız Ve Diş Sağlığı Polikliniği – İzmir| Çiğli |Karşıyaka- Diş Beyazlatma, İmplant, Zirkonyum Kaplama, Kanal Tedavisi","5","https://www.google.com/maps/search/?api=1&query=Rainbow%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%E2%80%93%20%C4%B0zmir%7C%20%C3%87i%C4%9Fli%20%7CKar%C5%9F%C4%B1yaka-%20Di%C5%9F%20Beyazlatma%2C%20%C4%B0mplant%2C%20Zirkonyum%20Kaplama%2C%20Kanal%20Tedavisi&query_place_id=ChIJoTBRWQ_RuxQRxoElrMIRCo8","https://dentrainbow.com/"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,,"Bahriye Üçok, Sarı Köşk, 1671. Sk. No:110, 35600 Karşıyaka/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","12204036034110502870","Karşıyaka","false","TR","0x14bbd902cef42a79:0xa95d721cff3937d6",,"https://lh5.googleusercontent.com/p/AF1QipO2U_s_Ta7HgCuywUQvIz3G471AJiB0g6PIgx8D=w408-h306-k-no","10","false","/g/11s0ztxhqs","38.4573907","27.1132604","Bahriye Üçok","Monday","9:30 AM to 7:30 PM","Tuesday","9:30 AM to 7:30 PM","Wednesday","9:30 AM to 7:30 PM","Thursday","9:30 AM to 7:30 PM","Friday","9:30 AM to 7:30 PM","Saturday","9:30 AM to 7:30 PM","Sunday","Closed","false","+90 541 850 53 18","+905418505318","ChIJeSr0zgLZuxQR1jc5_xxyXak","35600",,"5","89",,,,,,"2024-12-13T09:45:36.417Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","Sarı Köşk, 1671. Sk. No:110",,"false","Karşıyaka Diş Hekimi | Dentist Fatih Burak BATMAZ","5","https://www.google.com/maps/search/?api=1&query=Kar%C5%9F%C4%B1yaka%20Di%C5%9F%20Hekimi%20%7C%20Dentist%20Fatih%20Burak%20BATMAZ&query_place_id=ChIJeSr0zgLZuxQR1jc5_xxyXak","https://karsiyakadis.com/"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Girne Bulvarı, Girne Apartmanı No: 164 D:1, 35580 Karşıyaka/İzmir, Türkiye","Dental clinic","Cosmetic dentist","Dental implants periodontist","Dentist",,,,,,,"Dental clinic","9438894841538057703","Karşıyaka","false","TR","0x14bbd9c47ec65c3d:0x82fdb0d9562495e7",,"https://lh5.googleusercontent.com/p/AF1QipOQT9o6JWVZXkGo757Z8jC2TeT3hSnu05znYr7F=w426-h240-k-no","12","false","/g/119v6x0yx","38.4643856","27.1090338","Bahriye Üçok","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 232 372 22 71","+902323722271","ChIJPVzGfsTZuxQR55UkVtmw_YI","35580",,"6","46",,,,,,"2024-12-13T09:45:36.417Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","Girne Bulvarı, Girne Apartmanı No: 164 D:1","Diş Hekimi Arda Çetintaş","false","Dentists Arta Çetintaþ","5","https://www.google.com/maps/search/?api=1&query=Dentists%20Arta%20%C3%87etinta%C3%BE&query_place_id=ChIJPVzGfsTZuxQR55UkVtmw_YI","http://girnedis.com/"
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Fahrettin Altay, Mithatpaşa Cd. No:1199/1, 35140 Karabağlar/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","1850771845954705589","Karabağlar","false","TR","0x14bbdd873be4eb77:0x19af4330266c98b5",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Jrmo43cquCpn8Lsba40XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.92618&pitch=0&thumbfov=100","2","false","/g/11j4wy5hh5","38.3967979","27.065515","Fahrettin Altay",,,,,,,,,,,,,,,"false",,,"ChIJd-vkO4fduxQRtZhsJjBDrxk","35140",,"20","6",,,,,,"2024-12-13T09:45:36.341Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.72663516693729,13z?hl=en","diş hekimleri","İzmir","Mithatpaşa Cd. No:1199/1",,"false","Dt. Emrah Balçık, Diş Hekimi","4.3","https://www.google.com/maps/search/?api=1&query=Dt.%20Emrah%20Bal%C3%A7%C4%B1k%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJd-vkO4fduxQRtZhsJjBDrxk","https://www.doktortakvimi.com/emrah-balcik/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=124664&utm_content=website"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,"Mansuroğlu, Avcılar Exclusive, 288/4. Sk No:9B, 35535 Bayraklı/İzmir, Türkiye","Dentist","Cosmetic dentist",,,,,,,,,"Dentist","7628669205835398234","Bayraklı","false","TR","0x14b963eeef726d27:0x69de7a396ac7bc5a",,"https://lh5.googleusercontent.com/p/AF1QipPZeOK5EKZfUeuMx10AWs3VDUby2JLWb4XKBt3y=w408-h717-k-no","13","false","/g/11rpmq54dc","38.4507924","27.181185","Mansuroğlu","Monday","Closed","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 2 PM","Sunday","Closed","false","+90 536 977 32 91","+905369773291","ChIJJ21y7-5juRQRWrzHajl63mk","35535",,"8","29",,,,,,"2024-12-13T09:45:36.417Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.49409921128294,27.13016722231243,13z?hl=en","diş hekimleri","İzmir","Avcılar Exclusive, 288/4. Sk No:9B",,"false","Uzm. Dt. Hakan Bilen, Uzman Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20Hakan%20Bilen%2C%20Uzman%20Di%C5%9F%20Hekimi&query_place_id=ChIJJ21y7-5juRQRWrzHajl63mk","https://www.izmirsmileproject.com/"
